,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
5168,Trinidad and Tobago,10.6918,-61.2225,2/10/20,0,0,0,0,Americas
5167,Togo,8.6195,0.8248,2/10/20,0,0,0,0,Africa
5192,Timor-Leste,-8.874217,125.727539,2/10/20,0,0,0,0,South-East Asia
5166,Thailand,15.870032,100.992541,2/10/20,32,0,10,22,South-East Asia
5165,Tanzania,-6.369028,34.888822,2/10/20,0,0,0,0,Africa
5218,Tajikistan,38.861,71.2761,2/10/20,0,0,0,0,Europe
5164,Taiwan*,23.7,121,2/10/20,18,0,1,17,Western Pacific
5191,Syria,34.802075,38.996815,2/10/20,0,0,0,0,Eastern Mediterranean
5163,Switzerland,46.8182,8.2275,2/10/20,0,0,0,0,Europe
5162,Sweden,60.128161,18.643501,2/10/20,1,0,0,1,Europe
5161,Suriname,3.9193,-56.0278,2/10/20,0,0,0,0,Americas
5160,Sudan,12.8628,30.2176,2/10/20,0,0,0,0,Eastern Mediterranean
5159,Sri Lanka,7.873054,80.771797,2/10/20,1,0,1,0,South-East Asia
5158,Spain,40.463667,-3.74922,2/10/20,2,0,0,2,Europe
5213,South Sudan,6.877,31.307,2/10/20,0,0,0,0,Africa
5100,South Korea,35.907757,127.766922,2/10/20,27,0,3,24,Western Pacific
5157,South Africa,-30.5595,22.9375,2/10/20,0,0,0,0,Africa
5156,Somalia,5.152149,46.199616,2/10/20,0,0,0,0,Eastern Mediterranean
5155,Slovenia,46.1512,14.9955,2/10/20,0,0,0,0,Europe
5154,Slovakia,48.669,19.699,2/10/20,0,0,0,0,Europe
5153,Singapore,1.2833,103.8333,2/10/20,45,0,2,43,Western Pacific
5209,Sierra Leone,8.460555,-11.779889,2/10/20,0,0,0,0,Africa
5152,Seychelles,-4.6796,55.492,2/10/20,0,0,0,0,Africa
5151,Serbia,44.0165,21.0059,2/10/20,0,0,0,0,Europe
5150,Senegal,14.4974,-14.4524,2/10/20,0,0,0,0,Africa
5149,Saudi Arabia,23.885942,45.079162,2/10/20,0,0,0,0,Eastern Mediterranean
5215,Sao Tome and Principe,0.1864,6.6131,2/10/20,0,0,0,0,Africa
5148,San Marino,43.9424,12.4578,2/10/20,0,0,0,0,Europe
5147,Saint Vincent and the Grenadines,12.9843,-61.2872,2/10/20,0,0,0,0,Americas
5146,Saint Lucia,13.9094,-60.9789,2/10/20,0,0,0,0,Americas
5199,Saint Kitts and Nevis,17.357822,-62.782998,2/10/20,0,0,0,0,Americas
5145,Rwanda,-1.9403,29.8739,2/10/20,0,0,0,0,Africa
5144,Russia,61.52401,105.318756,2/10/20,2,0,0,2,Europe
5143,Romania,45.9432,24.9668,2/10/20,0,0,0,0,Europe
5142,Qatar,25.3548,51.1839,2/10/20,0,0,0,0,Eastern Mediterranean
5141,Portugal,39.3999,-8.2245,2/10/20,0,0,0,0,Europe
5140,Poland,51.9194,19.1451,2/10/20,0,0,0,0,Europe
5139,Philippines,12.879721,121.774017,2/10/20,3,1,0,2,Western Pacific
5138,Peru,-9.19,-75.0152,2/10/20,0,0,0,0,Americas
5137,Paraguay,-23.4425,-58.4438,2/10/20,0,0,0,0,Americas
5136,Papua New Guinea,-6.314993,143.95555,2/10/20,0,0,0,0,Western Pacific
5135,Panama,8.538,-80.7821,2/10/20,0,0,0,0,Americas
5134,Pakistan,30.3753,69.3451,2/10/20,0,0,0,0,Eastern Mediterranean
5133,Oman,21.512583,55.923255,2/10/20,0,0,0,0,Eastern Mediterranean
5132,Norway,60.472,8.4689,2/10/20,0,0,0,0,Europe
5131,North Macedonia,41.6086,21.7453,2/10/20,0,0,0,0,Europe
5130,Nigeria,9.082,8.6753,2/10/20,0,0,0,0,Africa
5129,Niger,17.607789,8.081666,2/10/20,0,0,0,0,Africa
5128,Nicaragua,12.865416,-85.207229,2/10/20,0,0,0,0,Americas
5127,New Zealand,-40.9006,174.886,2/10/20,0,0,0,0,Western Pacific
5123,Netherlands,12.5211,-69.9683,2/10/20,0,0,0,0,Europe
5124,Netherlands,12.1696,-68.99,2/10/20,0,0,0,0,Europe
5125,Netherlands,18.0425,-63.0548,2/10/20,0,0,0,0,Europe
5126,Netherlands,52.1326,5.2913,2/10/20,0,0,0,0,Europe
5122,Nepal,28.1667,84.25,2/10/20,1,0,0,1,South-East Asia
5121,Namibia,-22.9576,18.4904,2/10/20,0,0,0,0,Africa
5190,Mozambique,-18.665695,35.529562,2/10/20,0,0,0,0,Africa
5120,Morocco,31.7917,-7.0926,2/10/20,0,0,0,0,Eastern Mediterranean
5119,Montenegro,42.708678,19.37439,2/10/20,0,0,0,0,Europe
5118,Mongolia,46.8625,103.8467,2/10/20,0,0,0,0,Western Pacific
5117,Monaco,43.7333,7.4167,2/10/20,0,0,0,0,Europe
5116,Moldova,47.4116,28.3699,2/10/20,0,0,0,0,Europe
5115,Mexico,23.6345,-102.5528,2/10/20,0,0,0,0,Americas
5114,Mauritius,-20.348404,57.552152,2/10/20,0,0,0,0,Africa
5113,Mauritania,21.0079,-10.9408,2/10/20,0,0,0,0,Africa
5112,Malta,35.9375,14.3754,2/10/20,0,0,0,0,Europe
5198,Mali,17.570692,-3.996166,2/10/20,0,0,0,0,Africa
5111,Maldives,3.2028,73.2207,2/10/20,0,0,0,0,South-East Asia
5110,Malaysia,4.210484,101.975766,2/10/20,18,0,1,17,Western Pacific
5210,Malawi,-13.2543,34.3015,2/10/20,0,0,0,0,Africa
5109,Madagascar,-18.766947,46.869107,2/10/20,0,0,0,0,Africa
5108,Luxembourg,49.8153,6.1296,2/10/20,0,0,0,0,Europe
5107,Lithuania,55.1694,23.8813,2/10/20,0,0,0,0,Europe
5106,Liechtenstein,47.14,9.55,2/10/20,0,0,0,0,Europe
5195,Libya,26.3351,17.228331,2/10/20,0,0,0,0,Eastern Mediterranean
5105,Liberia,6.428055,-9.429499,2/10/20,0,0,0,0,Africa
5219,Lesotho,-29.61,28.2336,2/10/20,0,0,0,0,Africa
5104,Lebanon,33.8547,35.8623,2/10/20,0,0,0,0,Eastern Mediterranean
5103,Latvia,56.8796,24.6032,2/10/20,0,0,0,0,Europe
5194,Laos,19.85627,102.495496,2/10/20,0,0,0,0,Western Pacific
5102,Kyrgyzstan,41.20438,74.766098,2/10/20,0,0,0,0,Europe
5101,Kuwait,29.31166,47.481766,2/10/20,0,0,0,0,Eastern Mediterranean
5202,Kosovo,42.602636,20.902977,2/10/20,0,0,0,0,Europe
5099,Kenya,-0.0236,37.9062,2/10/20,0,0,0,0,Africa
5098,Kazakhstan,48.0196,66.9237,2/10/20,0,0,0,0,Europe
5097,Jordan,31.24,36.51,2/10/20,0,0,0,0,Eastern Mediterranean
5096,Japan,36.204824,138.252924,2/10/20,26,0,4,22,Western Pacific
5095,Jamaica,18.1096,-77.2975,2/10/20,0,0,0,0,Americas
5094,Italy,41.87194,12.56738,2/10/20,3,0,0,3,Europe
5093,Israel,31.046051,34.851612,2/10/20,0,0,0,0,Europe
5092,Ireland,53.1424,-7.6921,2/10/20,0,0,0,0,Europe
5091,Iraq,33.223191,43.679291,2/10/20,0,0,0,0,Eastern Mediterranean
5090,Iran,32.427908,53.688046,2/10/20,0,0,0,0,Eastern Mediterranean
5089,Indonesia,-0.7893,113.9213,2/10/20,0,0,0,0,South-East Asia
5088,India,20.593684,78.96288,2/10/20,3,0,0,3,South-East Asia
5087,Iceland,64.9631,-19.0208,2/10/20,0,0,0,0,Europe
5086,Hungary,47.1625,19.5033,2/10/20,0,0,0,0,Europe
5085,Honduras,15.2,-86.2419,2/10/20,0,0,0,0,Americas
5084,Holy See,41.9029,12.4534,2/10/20,0,0,0,0,Europe
5083,Haiti,18.9712,-72.2852,2/10/20,0,0,0,0,Americas
5082,Guyana,4.860416,-58.93018,2/10/20,0,0,0,0,Americas
5197,Guinea-Bissau,11.8037,-15.1804,2/10/20,0,0,0,0,Africa
5081,Guinea,9.9456,-9.6966,2/10/20,0,0,0,0,Africa
5080,Guatemala,15.7835,-90.2308,2/10/20,0,0,0,0,Americas
5189,Grenada,12.1165,-61.679,2/10/20,0,0,0,0,Americas
5050,Greenland,71.7069,-42.6043,2/10/20,0,0,0,0,Europe
5079,Greece,39.0742,21.8243,2/10/20,0,0,0,0,Europe
5078,Ghana,7.9465,-1.0232,2/10/20,0,0,0,0,Africa
5077,Germany,51.165691,10.451526,2/10/20,14,0,0,14,Europe
5076,Georgia,42.3154,43.3569,2/10/20,0,0,0,0,Europe
5075,Gambia,13.4432,-15.3101,2/10/20,0,0,0,0,Africa
5074,Gabon,-0.8037,11.6094,2/10/20,0,0,0,0,Africa
5064,France,3.9339,-53.1258,2/10/20,0,0,0,0,Europe
5065,France,-17.6797,149.4068,2/10/20,0,0,0,0,Europe
5066,France,16.265,-61.551,2/10/20,0,0,0,0,Europe
5067,France,-12.8275,45.166244,2/10/20,0,0,0,0,Europe
5068,France,-20.904305,165.618042,2/10/20,0,0,0,0,Europe
5069,France,-21.1151,55.5364,2/10/20,0,0,0,0,Europe
5070,France,17.9,-62.8333,2/10/20,0,0,0,0,Europe
5071,France,18.0708,-63.0501,2/10/20,0,0,0,0,Europe
5072,France,14.6415,-61.0242,2/10/20,0,0,0,0,Europe
5073,France,46.2276,2.2137,2/10/20,11,0,0,11,Europe
5212,France,46.8852,-56.3159,2/10/20,0,0,0,0,Europe
5063,Finland,61.92411,25.748151,2/10/20,1,0,0,1,Europe
5062,Fiji,-17.7134,178.065,2/10/20,0,0,0,0,Western Pacific
5061,Ethiopia,9.145,40.4897,2/10/20,0,0,0,0,Africa
5060,Eswatini,-26.5225,31.4659,2/10/20,0,0,0,0,Africa
5059,Estonia,58.5953,25.0136,2/10/20,0,0,0,0,Europe
5058,Eritrea,15.1794,39.7823,2/10/20,0,0,0,0,Africa
5057,Equatorial Guinea,1.6508,10.2679,2/10/20,0,0,0,0,Africa
5056,El Salvador,13.7942,-88.8965,2/10/20,0,0,0,0,Americas
5055,Egypt,26.820553,30.802498,2/10/20,0,0,0,0,Eastern Mediterranean
5054,Ecuador,-1.8312,-78.1834,2/10/20,0,0,0,0,Americas
5053,Dominican Republic,18.7357,-70.1627,2/10/20,0,0,0,0,Americas
5188,Dominica,15.415,-61.371,2/10/20,0,0,0,0,Americas
5052,Djibouti,11.8251,42.5903,2/10/20,0,0,0,0,Eastern Mediterranean
5049,Denmark,61.8926,-6.9118,2/10/20,0,0,0,0,Europe
5051,Denmark,56.2639,9.5018,2/10/20,0,0,0,0,Europe
5048,Czechia,49.8175,15.473,2/10/20,0,0,0,0,Europe
5047,Cyprus,35.1264,33.4299,2/10/20,0,0,0,0,Europe
5046,Cuba,21.521757,-77.781167,2/10/20,0,0,0,0,Americas
5045,Croatia,45.1,15.2,2/10/20,0,0,0,0,Europe
5044,Cote d'Ivoire,7.54,-5.5471,2/10/20,0,0,0,0,Africa
5043,Costa Rica,9.7489,-83.7534,2/10/20,0,0,0,0,Americas
5042,Congo (Kinshasa),-4.0383,21.7587,2/10/20,0,0,0,0,Africa
5041,Congo (Brazzaville),-0.228,15.8277,2/10/20,0,0,0,0,Africa
5217,Comoros,-11.6455,43.3333,2/10/20,0,0,0,0,Africa
5040,Colombia,4.5709,-74.2973,2/10/20,0,0,0,0,Americas
5007,China,31.8257,117.2264,2/10/20,830,3,88,739,Western Pacific
5008,China,40.1824,116.4142,2/10/20,337,2,44,291,Western Pacific
5009,China,30.0572,107.874,2/10/20,486,2,66,418,Western Pacific
5010,China,26.0789,117.9874,2/10/20,261,0,39,222,Western Pacific
5011,China,35.7518,104.2861,2/10/20,83,2,17,64,Western Pacific
5012,China,23.3417,113.4244,2/10/20,1159,1,167,991,Western Pacific
5013,China,23.8298,108.7881,2/10/20,210,1,24,185,Western Pacific
5014,China,26.8154,106.8748,2/10/20,109,1,10,98,Western Pacific
5015,China,19.1959,109.7453,2/10/20,138,3,19,116,Western Pacific
5016,China,39.549,116.1306,2/10/20,218,2,0,216,Western Pacific
5017,China,47.862,127.7615,2/10/20,331,7,30,294,Western Pacific
5018,China,37.8957,114.9042,2/10/20,1073,6,0,1067,Western Pacific
5019,China,22.3,114.2,2/10/20,38,1,0,37,Western Pacific
5020,China,30.9756,112.2707,2/10/20,31728,974,2222,28532,Western Pacific
5021,China,27.6104,111.7088,2/10/20,879,1,208,670,Western Pacific
5022,China,44.0935,113.9448,2/10/20,58,0,5,53,Western Pacific
5023,China,32.9711,119.455,2/10/20,492,0,81,411,Western Pacific
5024,China,27.614,115.7221,2/10/20,771,1,105,665,Western Pacific
5025,China,43.6661,126.1923,2/10/20,80,1,13,66,Western Pacific
5026,China,41.2956,122.6085,2/10/20,108,0,13,95,Western Pacific
5027,China,22.1667,113.55,2/10/20,10,0,1,9,Western Pacific
5028,China,37.2692,106.1655,2/10/20,49,0,13,36,Western Pacific
5029,China,35.7452,95.9956,2/10/20,18,0,3,15,Western Pacific
5030,China,35.1917,108.8701,2/10/20,213,0,30,183,Western Pacific
5031,China,36.3427,118.1498,2/10/20,466,1,66,399,Western Pacific
5032,China,31.202,121.4491,2/10/20,299,1,48,250,Western Pacific
5033,China,37.5777,112.2922,2/10/20,119,0,25,94,Western Pacific
5034,China,30.6171,102.7103,2/10/20,405,1,80,324,Western Pacific
5035,China,39.3054,117.323,2/10/20,95,1,8,86,Western Pacific
5036,China,31.6927,88.0924,2/10/20,1,0,0,1,Western Pacific
5037,China,41.1129,85.2401,2/10/20,49,0,0,49,Western Pacific
5038,China,24.974,101.487,2/10/20,149,0,19,130,Western Pacific
5039,China,29.1832,120.0934,2/10/20,1092,0,242,850,Western Pacific
5006,Chile,-35.6751,-71.543,2/10/20,0,0,0,0,Americas
5005,Chad,15.4542,18.7322,2/10/20,0,0,0,0,Africa
5004,Central African Republic,6.6111,20.9394,2/10/20,0,0,0,0,Africa
4994,Canada,53.9333,-116.5765,2/10/20,0,0,0,0,Americas
4995,Canada,53.7267,-127.6476,2/10/20,4,0,0,4,Americas
4996,Canada,53.7609,-98.8139,2/10/20,0,0,0,0,Americas
4997,Canada,46.5653,-66.4619,2/10/20,0,0,0,0,Americas
4998,Canada,53.1355,-57.6604,2/10/20,0,0,0,0,Americas
4999,Canada,44.682,-63.7443,2/10/20,0,0,0,0,Americas
5000,Canada,51.2538,-85.3232,2/10/20,3,0,0,3,Americas
5001,Canada,46.5107,-63.4168,2/10/20,0,0,0,0,Americas
5002,Canada,52.9399,-73.5491,2/10/20,0,0,0,0,Americas
5003,Canada,52.9399,-106.4509,2/10/20,0,0,0,0,Americas
5200,Canada,64.8255,-124.8457,2/10/20,0,0,0,0,Americas
5201,Canada,64.2823,-135,2/10/20,0,0,0,0,Americas
4993,Cameroon,3.848,11.5021,2/10/20,0,0,0,0,Africa
4992,Cambodia,11.55,104.9167,2/10/20,1,0,0,1,Western Pacific
4991,Cabo Verde,16.5388,-23.0418,2/10/20,0,0,0,0,Africa
5208,Burundi,-3.3731,29.9189,2/10/20,0,0,0,0,Africa
5203,Burma,21.9162,95.956,2/10/20,0,0,0,0,South-East Asia
4990,Burkina Faso,12.2383,-1.5616,2/10/20,0,0,0,0,Africa
4989,Bulgaria,42.7339,25.4858,2/10/20,0,0,0,0,Europe
4988,Brunei,4.5353,114.7277,2/10/20,0,0,0,0,Western Pacific
4987,Brazil,-14.235,-51.9253,2/10/20,0,0,0,0,Americas
5207,Botswana,-22.3285,24.6849,2/10/20,0,0,0,0,Africa
4986,Bosnia and Herzegovina,43.9159,17.6791,2/10/20,0,0,0,0,Europe
4985,Bolivia,-16.2902,-63.5887,2/10/20,0,0,0,0,Americas
4984,Bhutan,27.5142,90.4336,2/10/20,0,0,0,0,South-East Asia
4983,Benin,9.3077,2.3158,2/10/20,0,0,0,0,Africa
5193,Belize,17.1899,-88.4976,2/10/20,0,0,0,0,Americas
4982,Belgium,50.8333,4.469936,2/10/20,1,0,0,1,Europe
4981,Belarus,53.7098,27.9534,2/10/20,0,0,0,0,Europe
4980,Barbados,13.1939,-59.5432,2/10/20,0,0,0,0,Americas
4979,Bangladesh,23.685,90.3563,2/10/20,0,0,0,0,South-East Asia
4978,Bahrain,26.0275,50.55,2/10/20,0,0,0,0,Eastern Mediterranean
4977,Bahamas,25.025885,-78.035889,2/10/20,0,0,0,0,Americas
4976,Azerbaijan,40.1431,47.5769,2/10/20,0,0,0,0,Europe
4975,Austria,47.5162,14.5501,2/10/20,0,0,0,0,Europe
4967,Australia,-35.4735,149.0124,2/10/20,0,0,0,0,Western Pacific
4968,Australia,-33.8688,151.2093,2/10/20,4,0,2,2,Western Pacific
4969,Australia,-12.4634,130.8456,2/10/20,0,0,0,0,Western Pacific
4970,Australia,-27.4698,153.0251,2/10/20,5,0,0,5,Western Pacific
4971,Australia,-34.9285,138.6007,2/10/20,2,0,0,2,Western Pacific
4972,Australia,-42.8821,147.3272,2/10/20,0,0,0,0,Western Pacific
4973,Australia,-37.8136,144.9631,2/10/20,4,0,0,4,Western Pacific
4974,Australia,-31.9505,115.8605,2/10/20,0,0,0,0,Western Pacific
4966,Armenia,40.0691,45.0382,2/10/20,0,0,0,0,Europe
4965,Argentina,-38.4161,-63.6167,2/10/20,0,0,0,0,Americas
4964,Antigua and Barbuda,17.0608,-61.7964,2/10/20,0,0,0,0,Americas
4963,Angola,-11.2027,17.8739,2/10/20,0,0,0,0,Africa
4962,Andorra,42.5063,1.5218,2/10/20,0,0,0,0,Europe
4961,Algeria,28.0339,1.6596,2/10/20,0,0,0,0,Africa
4960,Albania,41.1533,20.1683,2/10/20,0,0,0,0,Europe
4959,Afghanistan,33.93911,67.709953,2/10/20,0,0,0,0,Eastern Mediterranean
5448,Zimbabwe,-19.015438,29.154857,2/11/20,0,0,0,0,Africa
5447,Zambia,-13.133897,27.849332,2/11/20,0,0,0,0,Africa
5477,Yemen,15.552727,48.516388,2/11/20,0,0,0,0,Eastern Mediterranean
5475,Western Sahara,24.2155,-12.8858,2/11/20,0,0,0,0,Africa
5457,West Bank and Gaza,31.9522,35.2332,2/11/20,0,0,0,0,Eastern Mediterranean
5446,Vietnam,14.058324,108.277199,2/11/20,15,0,6,9,Western Pacific
5445,Venezuela,6.4238,-66.5897,2/11/20,0,0,0,0,Americas
5444,Uzbekistan,41.377491,64.585262,2/11/20,0,0,0,0,Europe
5443,US,40,-100,2/11/20,12,0,3,9,Americas
5442,Uruguay,-32.5228,-55.7658,2/11/20,0,0,0,0,Americas
5435,United Kingdom,32.3078,-64.7505,2/11/20,0,0,0,0,Europe
5436,United Kingdom,19.3133,-81.2546,2/11/20,0,0,0,0,Europe
5437,United Kingdom,49.3723,-2.3644,2/11/20,0,0,0,0,Europe
5438,United Kingdom,36.1408,-5.3536,2/11/20,0,0,0,0,Europe
5439,United Kingdom,54.2361,-4.5481,2/11/20,0,0,0,0,Europe
5440,United Kingdom,16.742498,-62.187366,2/11/20,0,0,0,0,Europe
5441,United Kingdom,55.3781,-3.436,2/11/20,15,0,0,15,Europe
5465,United Kingdom,18.2206,-63.0686,2/11/20,0,0,0,0,Europe
5466,United Kingdom,18.4207,-64.64,2/11/20,0,0,0,0,Europe
5467,United Kingdom,21.694,-71.7979,2/11/20,0,0,0,0,Europe
5472,United Kingdom,-51.7963,-59.5236,2/11/20,0,0,0,0,Europe
5434,United Arab Emirates,23.424076,53.847818,2/11/20,8,0,0,8,Eastern Mediterranean
5433,Ukraine,48.3794,31.1656,2/11/20,0,0,0,0,Europe
5432,Uganda,1.373333,32.290275,2/11/20,0,0,0,0,Africa
5431,Turkey,38.9637,35.2433,2/11/20,0,0,0,0,Europe
5430,Tunisia,33.886917,9.537499,2/11/20,0,0,0,0,Eastern Mediterranean
5429,Trinidad and Tobago,10.6918,-61.2225,2/11/20,0,0,0,0,Americas
5428,Togo,8.6195,0.8248,2/11/20,0,0,0,0,Africa
5453,Timor-Leste,-8.874217,125.727539,2/11/20,0,0,0,0,South-East Asia
5427,Thailand,15.870032,100.992541,2/11/20,33,0,10,23,South-East Asia
5426,Tanzania,-6.369028,34.888822,2/11/20,0,0,0,0,Africa
5479,Tajikistan,38.861,71.2761,2/11/20,0,0,0,0,Europe
5425,Taiwan*,23.7,121,2/11/20,18,0,1,17,Western Pacific
5452,Syria,34.802075,38.996815,2/11/20,0,0,0,0,Eastern Mediterranean
5424,Switzerland,46.8182,8.2275,2/11/20,0,0,0,0,Europe
5423,Sweden,60.128161,18.643501,2/11/20,1,0,0,1,Europe
5422,Suriname,3.9193,-56.0278,2/11/20,0,0,0,0,Americas
5421,Sudan,12.8628,30.2176,2/11/20,0,0,0,0,Eastern Mediterranean
5420,Sri Lanka,7.873054,80.771797,2/11/20,1,0,1,0,South-East Asia
5419,Spain,40.463667,-3.74922,2/11/20,2,0,0,2,Europe
5474,South Sudan,6.877,31.307,2/11/20,0,0,0,0,Africa
5361,South Korea,35.907757,127.766922,2/11/20,28,0,3,25,Western Pacific
5418,South Africa,-30.5595,22.9375,2/11/20,0,0,0,0,Africa
5417,Somalia,5.152149,46.199616,2/11/20,0,0,0,0,Eastern Mediterranean
5416,Slovenia,46.1512,14.9955,2/11/20,0,0,0,0,Europe
5415,Slovakia,48.669,19.699,2/11/20,0,0,0,0,Europe
5414,Singapore,1.2833,103.8333,2/11/20,47,0,9,38,Western Pacific
5470,Sierra Leone,8.460555,-11.779889,2/11/20,0,0,0,0,Africa
5413,Seychelles,-4.6796,55.492,2/11/20,0,0,0,0,Africa
5412,Serbia,44.0165,21.0059,2/11/20,0,0,0,0,Europe
5411,Senegal,14.4974,-14.4524,2/11/20,0,0,0,0,Africa
5410,Saudi Arabia,23.885942,45.079162,2/11/20,0,0,0,0,Eastern Mediterranean
5476,Sao Tome and Principe,0.1864,6.6131,2/11/20,0,0,0,0,Africa
5409,San Marino,43.9424,12.4578,2/11/20,0,0,0,0,Europe
5408,Saint Vincent and the Grenadines,12.9843,-61.2872,2/11/20,0,0,0,0,Americas
5407,Saint Lucia,13.9094,-60.9789,2/11/20,0,0,0,0,Americas
5460,Saint Kitts and Nevis,17.357822,-62.782998,2/11/20,0,0,0,0,Americas
5406,Rwanda,-1.9403,29.8739,2/11/20,0,0,0,0,Africa
5405,Russia,61.52401,105.318756,2/11/20,2,0,0,2,Europe
5404,Romania,45.9432,24.9668,2/11/20,0,0,0,0,Europe
5403,Qatar,25.3548,51.1839,2/11/20,0,0,0,0,Eastern Mediterranean
5402,Portugal,39.3999,-8.2245,2/11/20,0,0,0,0,Europe
5401,Poland,51.9194,19.1451,2/11/20,0,0,0,0,Europe
5400,Philippines,12.879721,121.774017,2/11/20,3,1,0,2,Western Pacific
5399,Peru,-9.19,-75.0152,2/11/20,0,0,0,0,Americas
5398,Paraguay,-23.4425,-58.4438,2/11/20,0,0,0,0,Americas
5397,Papua New Guinea,-6.314993,143.95555,2/11/20,0,0,0,0,Western Pacific
5396,Panama,8.538,-80.7821,2/11/20,0,0,0,0,Americas
5395,Pakistan,30.3753,69.3451,2/11/20,0,0,0,0,Eastern Mediterranean
5394,Oman,21.512583,55.923255,2/11/20,0,0,0,0,Eastern Mediterranean
5393,Norway,60.472,8.4689,2/11/20,0,0,0,0,Europe
5392,North Macedonia,41.6086,21.7453,2/11/20,0,0,0,0,Europe
5391,Nigeria,9.082,8.6753,2/11/20,0,0,0,0,Africa
5390,Niger,17.607789,8.081666,2/11/20,0,0,0,0,Africa
5389,Nicaragua,12.865416,-85.207229,2/11/20,0,0,0,0,Americas
5388,New Zealand,-40.9006,174.886,2/11/20,0,0,0,0,Western Pacific
5384,Netherlands,12.5211,-69.9683,2/11/20,0,0,0,0,Europe
5385,Netherlands,12.1696,-68.99,2/11/20,0,0,0,0,Europe
5386,Netherlands,18.0425,-63.0548,2/11/20,0,0,0,0,Europe
5387,Netherlands,52.1326,5.2913,2/11/20,0,0,0,0,Europe
5383,Nepal,28.1667,84.25,2/11/20,1,0,0,1,South-East Asia
5382,Namibia,-22.9576,18.4904,2/11/20,0,0,0,0,Africa
5451,Mozambique,-18.665695,35.529562,2/11/20,0,0,0,0,Africa
5381,Morocco,31.7917,-7.0926,2/11/20,0,0,0,0,Eastern Mediterranean
5380,Montenegro,42.708678,19.37439,2/11/20,0,0,0,0,Europe
5379,Mongolia,46.8625,103.8467,2/11/20,0,0,0,0,Western Pacific
5378,Monaco,43.7333,7.4167,2/11/20,0,0,0,0,Europe
5377,Moldova,47.4116,28.3699,2/11/20,0,0,0,0,Europe
5376,Mexico,23.6345,-102.5528,2/11/20,0,0,0,0,Americas
5375,Mauritius,-20.348404,57.552152,2/11/20,0,0,0,0,Africa
5374,Mauritania,21.0079,-10.9408,2/11/20,0,0,0,0,Africa
5373,Malta,35.9375,14.3754,2/11/20,0,0,0,0,Europe
5459,Mali,17.570692,-3.996166,2/11/20,0,0,0,0,Africa
5372,Maldives,3.2028,73.2207,2/11/20,0,0,0,0,South-East Asia
5371,Malaysia,4.210484,101.975766,2/11/20,18,0,3,15,Western Pacific
5471,Malawi,-13.2543,34.3015,2/11/20,0,0,0,0,Africa
5370,Madagascar,-18.766947,46.869107,2/11/20,0,0,0,0,Africa
5369,Luxembourg,49.8153,6.1296,2/11/20,0,0,0,0,Europe
5368,Lithuania,55.1694,23.8813,2/11/20,0,0,0,0,Europe
5367,Liechtenstein,47.14,9.55,2/11/20,0,0,0,0,Europe
5456,Libya,26.3351,17.228331,2/11/20,0,0,0,0,Eastern Mediterranean
5366,Liberia,6.428055,-9.429499,2/11/20,0,0,0,0,Africa
5480,Lesotho,-29.61,28.2336,2/11/20,0,0,0,0,Africa
5365,Lebanon,33.8547,35.8623,2/11/20,0,0,0,0,Eastern Mediterranean
5364,Latvia,56.8796,24.6032,2/11/20,0,0,0,0,Europe
5455,Laos,19.85627,102.495496,2/11/20,0,0,0,0,Western Pacific
5363,Kyrgyzstan,41.20438,74.766098,2/11/20,0,0,0,0,Europe
5362,Kuwait,29.31166,47.481766,2/11/20,0,0,0,0,Eastern Mediterranean
5463,Kosovo,42.602636,20.902977,2/11/20,0,0,0,0,Europe
5360,Kenya,-0.0236,37.9062,2/11/20,0,0,0,0,Africa
5359,Kazakhstan,48.0196,66.9237,2/11/20,0,0,0,0,Europe
5358,Jordan,31.24,36.51,2/11/20,0,0,0,0,Eastern Mediterranean
5357,Japan,36.204824,138.252924,2/11/20,27,0,9,18,Western Pacific
5356,Jamaica,18.1096,-77.2975,2/11/20,0,0,0,0,Americas
5355,Italy,41.87194,12.56738,2/11/20,3,0,0,3,Europe
5354,Israel,31.046051,34.851612,2/11/20,0,0,0,0,Europe
5353,Ireland,53.1424,-7.6921,2/11/20,0,0,0,0,Europe
5352,Iraq,33.223191,43.679291,2/11/20,0,0,0,0,Eastern Mediterranean
5351,Iran,32.427908,53.688046,2/11/20,0,0,0,0,Eastern Mediterranean
5350,Indonesia,-0.7893,113.9213,2/11/20,0,0,0,0,South-East Asia
5349,India,20.593684,78.96288,2/11/20,3,0,0,3,South-East Asia
5348,Iceland,64.9631,-19.0208,2/11/20,0,0,0,0,Europe
5347,Hungary,47.1625,19.5033,2/11/20,0,0,0,0,Europe
5346,Honduras,15.2,-86.2419,2/11/20,0,0,0,0,Americas
5345,Holy See,41.9029,12.4534,2/11/20,0,0,0,0,Europe
5344,Haiti,18.9712,-72.2852,2/11/20,0,0,0,0,Americas
5343,Guyana,4.860416,-58.93018,2/11/20,0,0,0,0,Americas
5458,Guinea-Bissau,11.8037,-15.1804,2/11/20,0,0,0,0,Africa
5342,Guinea,9.9456,-9.6966,2/11/20,0,0,0,0,Africa
5341,Guatemala,15.7835,-90.2308,2/11/20,0,0,0,0,Americas
5450,Grenada,12.1165,-61.679,2/11/20,0,0,0,0,Americas
5311,Greenland,71.7069,-42.6043,2/11/20,0,0,0,0,Europe
5340,Greece,39.0742,21.8243,2/11/20,0,0,0,0,Europe
